,msg_type,msg_content,sender_name,msg_sent_time,msg_dist_type,time_thread_start,reply_count,reply_users_count,reply_users,tm_thread_end,channel
73,message,"<@U03UUR571A5> has explained it here and it works

<https://10academybatch6.slack.com/archives/C047EE54HPS/p1666253462938469?thread_ts=1666210433.816259&amp;channel=C047EE54HPS&amp;message_ts=1666253462.938469|https://10academybatch6.slack.com/archives/C047EE54HPS/p1666253462938469?thread_ts=1666210433.816259&amp;channel=C047EE54HPS&amp;message_ts=1666253462.938469>",Judith Bolton,1666411656.824089,user,1666398087.858739,0,0,0,0,all-week9
74,message,"Thank you, I'd try that",Michelle Lewis,1666418589.689479,text,1666379081.832479,0,0,0,0,all-week9
75,message,"Hey <@U03UJGP0C68> try this
pip install causalnex==0.11.0",Daniel Brown,1666419133.797209,text,1666419133.797209,11,3,"U03UJGP0C68,U03UJH1EQQL,U03U1FNPEUX",1666426127.576419,all-week9
76,message,Oh ok thanks man…let me try it,Judith Bolton,1666419260.245379,text,1666419133.797209,0,0,0,0,all-week9
77,message,still the same error though,Judith Bolton,1666419561.959459,text,1666419133.797209,0,0,0,0,all-week9
78,message,i use to install based on the guide on the official site using conda environment.,Kelly Soto,1666420296.753909,text,1666419133.797209,0,0,0,0,all-week9
79,message,i meant creating new environment for it!,Kelly Soto,1666420416.938739,text,1666419133.797209,0,0,0,0,all-week9
80,message,i used conda environment but no success,Judith Bolton,1666421745.201399,text,1666419133.797209,0,0,0,0,all-week9
81,message,could you share the guide please,Judith Bolton,1666421754.789269,text,1666419133.797209,0,0,0,0,all-week9
82,message,<https://causalnex.readthedocs.io/en/latest/02_getting_started/01_prerequisites.html#using-conda>,Kelly Soto,1666421883.860729,link,1666419133.797209,0,0,0,0,all-week9
83,message,What is atplotlib man?,Joshua Rhodes,1666422611.150199,text,1666419133.797209,0,0,0,0,all-week9
84,message,Is matplotlib installed?,Joshua Rhodes,1666422625.262029,text,1666419133.797209,0,0,0,0,all-week9
85,message,"pip install ""causalnex[all]""",Joshua Rhodes,1666422792.666639,text,1666419133.797209,0,0,0,0,all-week9
86,message,<@U03UJH1EQQL> thank you very much it's working now,Judith Bolton,1666426127.576419,user,1666419133.797209,0,0,0,0,all-week9
87,message,Can anyone tell me what we have to deliver today?,Samuel King,1666437390.182489,text,0,0,0,0,0,all-week9
88,message,<@U03UUMR26Q1> submission is for tomorrow,Katie Dickerson,1666437430.829009,user,0,0,0,0,0,all-week9
89,message,what about career exercise?,Samuel King,1666437461.613629,text,1666437461.613629,6,2,"U03UG32J3PC,U03UUMR26Q1",1666453054.135869,all-week9
90,message,I have never seen anything on the classroom,April Lucas,1666437551.787949,text,1666437461.613629,0,0,0,0,all-week9
91,message,do you mean no any submission today?,Samuel King,1666437641.805519,text,1666437461.613629,0,0,0,0,all-week9
92,message,Yes,April Lucas,1666437653.164039,text,1666437461.613629,0,0,0,0,all-week9
93,message,Thank You.,Samuel King,1666437679.950539,text,1666437461.613629,0,0,0,0,all-week9
94,message,Thanks.,Ashley Hamilton,1666447536.903209,text,1666398087.858739,0,0,0,0,all-week9
95,message,The challenge document says today is submission day for 10 Academy profile and cv too.,Ashley Hamilton,1666448483.562499,text,0,0,0,0,0,all-week9
96,message,<@U03UL5LSTG9> <@U03TT5KEYCF> <@U03U4GULU3Y>,Ashley Hamilton,1666448540.674459,user,1666448540.674459,1,1,U03U4GULU3Y,1666455738.508809,all-week9
97,message,The non-technical assignments are posted on the classroom and it's due for today,April Lucas,1666452756.641139,text,1666437461.613629,0,0,0,0,all-week9
98,message,ok,Samuel King,1666453054.135869,text,1666437461.613629,0,0,0,0,all-week9
99,message,What torch version?,Joshua Rhodes,1666454736.975409,text,1666453751.515939,0,0,0,0,all-week9
100,message,the deadline for submission is tomorrow 8pm UTC,Allison Thompson,1666455738.508809,text,1666448540.674459,0,0,0,0,all-week9
101,message,"I faced the same issue but it was fixed by following this thread
<https://10academybatch6.slack.com/archives/C047EE54HPS/p1666419133797209?thread_ts=1666419133.797209&amp;cid=C047EE54HPS|https://10academybatch6.slack.com/archives/C047EE54HPS/p1666419133797209?thread_ts=1666419133.797209&amp;cid=C047EE54HPS>",Amy Leon,1666458343.144489,text,1666453751.515939,0,0,0,0,all-week9
102,message,for me creating  installing the libraries in a conda envt solved this problem,Judith Bolton,1666464043.921209,text,1666453751.515939,0,0,0,0,all-week9
103,message,<@U03U1FNPEUX> torch             1.12.1,Travis Butler,1666513935.439479,user,1666453751.515939,0,0,0,0,all-week9
104,message,what is the python version you used to create the virtual environments in which you also installed causalnex? <@U03U1FNPEUX> <@U03UJGP0C68> <@U03UUR571A5>,Travis Butler,1666516757.437419,text,1666453751.515939,0,0,0,0,all-week9
105,message,3.8,Judith Bolton,1666519434.902969,text,1666453751.515939,0,0,0,0,all-week9
106,message,"Thank you, my python version was 3.10",Travis Butler,1666521758.493219,text,1666453751.515939,0,0,0,0,all-week9
107,message,<https://realpython.com/linear-programming-python/|Hands-On Linear Programming: Optimization With Python – Real Python>,Kelly Soto,1666544242.275809,link,0,0,0,0,0,all-week9
108,message,<https://stackoverflow.com/questions/70941094/how-to-get-the-distance-between-two-geographic-coordinates-of-two-different-data>,Joshua Rhodes,1666552319.011779,link,0,0,0,0,0,all-week9
109,message,"<@U03UJGP0C68> <@U03UUR571A5> <@U03V785NLSU> presented to Olutosin and killed it.  He was super impressed.

Big congrats to all of you guys.",Katherine Foster,1666962823.974699,user,0,0,0,0,0,all-week9
